Age,Weight (kg),Height (m),BMI,Fat_Percentage,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Water_Intake (liters),Workout_Frequency (days/week),Gender,Workout_Type,Experience_Level,Calories_Burned,Cluster,PCA1,PCA2
42,51.3,1.56,21.1,31.1,178,166.0,87,0.63,1.35,1,Female,HIIT,Beginner,208.0,0,-1.2291151668540898,2.0104723129385347
21,64.6,1.63,24.4,24.0,191,134.0,78,0.84,1.25,7,Male,Yoga,Advanced,220.0,1,-0.525119957497478,-0.810466406818963
44,75.7,1.73,25.2,19.9,168,142.0,55,0.93,1.44,5,Male,Cardio,Advanced,534.0,1,0.9706307959323346,-2.019427124449596
26,65.8,1.67,23.6,11.9,194,160.0,75,0.94,1.17,2,Female,Cardio,Beginner,408.0,0,0.017879840893001847,1.5542519769191936
57,84.6,1.65,31.2,31.5,170,151.0,76,0.77,1.7,5,Male,Cardio,Intermediate,488.0,2,0.7950419907481666,-0.27449149896369057
20,64.1,1.7,22.1,15.4,198,149.0,67,0.64,0.79,4,Male,Strength,Advanced,297.0,0,-1.4046218979980292,0.25345960146244034
46,88.3,1.71,30.1,19.3,168,164.0,65,0.29,0.88,5,Male,HIIT,Advanced,255.0,0,-2.3696670199258545,-0.6060683768942391
23,62.7,1.73,20.8,20.0,194,166.0,66,0.86,1.57,7,Male,Cardio,Advanced,526.0,2,1.02433176375669,0.24261954228963964
47,67.3,1.64,25.1,18.3,177,147.0,74,0.67,1.23,3,Male,Cardio,Intermediate,299.0,0,-0.7892153694374207,-0.012476582550113025
39,94.0,1.79,29.3,26.2,182,120.0,68,1.06,1.02,1,Male,Yoga,Beginner,257.0,1,-0.2948265112361426,-0.8350833571007064
59,78.2,1.64,29.1,31.2,163,139.0,75,0.31,0.72,6,Female,Cardio,Advanced,184.0,1,-2.865072334650467,-1.6367460301964203
46,74.0,1.79,23.2,18.3,184,146.0,70,1.26,1.53,3,Male,Strength,Intermediate,599.0,2,2.068407637387343,0.0024123196692091564
33,80.4,1.73,26.9,27.3,199,185.0,65,0.61,1.49,3,Female,HIIT,Intermediate,465.0,0,-0.05950282590998616,2.0760488426399686
21,72.0,1.65,26.4,32.6,185,154.0,78,0.61,1.28,5,Female,Cardio,Intermediate,340.0,0,-0.7776406005208967,0.391062860354471
43,64.7,1.69,22.7,14.7,183,147.0,62,1.06,1.72,5,Male,Cardio,Intermediate,487.0,2,1.5339309567218797,-0.8339080870097731
36,76.0,1.67,27.1,38.0,163,143.0,71,0.81,1.26,2,Female,Cardio,Beginner,367.0,1,-0.3530227438699011,-0.5905438798433733
20,77.7,1.56,31.9,40.2,198,132.0,67,1.04,1.73,3,Female,Yoga,Intermediate,342.0,2,0.9799716440522244,-0.23415191935183233
42,65.7,1.57,26.6,38.6,166,147.0,87,1.06,1.4,3,Female,Cardio,Beginner,408.0,2,0.5315127784530443,0.245210499146945
27,74.9,1.67,27.0,25.6,185,158.0,67,0.55,0.67,5,Male,Cardio,Intermediate,321.0,0,-1.7973982539502003,-0.09541373251563556
28,85.0,1.76,27.4,20.5,179,146.0,55,1.04,1.67,7,Male,Cardio,Advanced,716.0,2,2.2780583204118705,-1.6713023919925023
18,52.7,1.66,19.2,18.1,193,164.0,67,0.32,0.7,3,Male,Cardio,Intermediate,173.0,0,-2.785808938292607,0.9382808869957118
33,72.1,1.65,26.5,48.0,191,188.0,74,0.54,1.45,5,Female,HIIT,Intermediate,408.0,0,-0.5254885683329373,1.8666178333113304
27,56.0,1.63,20.9,34.7,176,158.0,79,0.83,1.59,2,Female,Cardio,Beginner,342.0,0,0.09322008775867954,1.0096914973423377
21,49.0,1.47,22.6,23.4,190,152.0,81,1.06,1.55,5,Female,Strength,Advanced,342.0,2,0.638679254867437,0.39721621091105713
36,101.5,1.75,33.0,39.6,179,143.0,79,0.99,1.59,5,Female,Strength,Intermediate,546.0,2,1.2743060886901398,-0.21052705564167942
27,59.2,1.58,23.8,33.5,200,119.0,72,0.92,1.22,5,Female,Yoga,Intermediate,171.0,1,-0.6051880134820372,-1.0149332543967893
23,67.6,1.75,22.0,17.2,195,170.0,69,1.08,2.28,3,Female,Cardio,Beginner,509.0,2,2.350940234444423,1.6603323811739827
38,81.7,1.67,29.2,25.4,173,131.0,84,1.27,1.45,2,Male,Yoga,Beginner,307.0,2,0.8890433065859142,-0.16136085164990432
20,53.0,1.58,21.2,24.9,190,146.0,69,0.98,1.28,5,Female,Strength,Intermediate,291.0,1,-0.10456224776738801,-0.5047582230481926
60,72.3,1.77,23.1,20.3,178,143.0,64,0.89,1.55,4,Male,Cardio,Advanced,482.0,1,0.8904804986032653,-0.8280734660332215
38,86.0,1.71,29.5,26.7,186,169.0,68,0.63,0.65,3,Male,HIIT,Intermediate,529.0,0,-0.9489028183420285,1.0297254505186102
60,74.8,1.73,25.0,28.3,160,114.0,67,0.78,0.98,1,Male,Yoga,Beginner,219.0,1,-1.1746805951665866,-1.9258588643122787
55,46.2,1.57,18.9,18.6,168,143.0,65,0.88,1.76,6,Female,Cardio,Advanced,301.0,1,0.375485992886642,-1.8812759073236522
60,80.0,1.73,26.9,30.8,165,119.0,69,0.78,1.13,5,Male,Yoga,Intermediate,181.0,1,-1.06500281296882,-2.5396056408347394
41,72.6,1.77,23.3,19.2,176,141.0,72,0.85,1.37,4,Male,Strength,Advanced,372.0,1,0.11696966550193377,-0.6771428186616851
36,106.2,1.86,30.7,24.4,171,142.0,72,1.18,1.83,1,Male,Strength,Beginner,683.0,2,2.6089537324877305,0.2775753631461519
48,68.0,1.74,22.5,15.2,170,116.0,63,0.87,1.34,4,Male,Yoga,Intermediate,216.0,1,-0.38971759243157195,-2.5224739686664677
21,96.7,1.83,28.8,14.0,203,158.0,58,1.16,2.0,5,Male,Strength,Advanced,778.5,2,3.3165898469428208,0.49354752211861147
54,85.2,1.64,31.5,39.4,168,148.0,76,0.51,1.24,2,Female,HIIT,Beginner,322.0,0,-1.1872890677023886,0.252401705271376
31,52.0,1.55,21.6,33.7,185,152.0,71,0.67,1.14,4,Female,Cardio,Intermediate,262.0,0,-1.1424647872168454,-0.0027134896886497895
18,67.3,1.67,24.1,23.4,196,181.0,64,0.66,0.78,4,Male,HIIT,Advanced,505.0,0,-0.7518786497979927,1.4096093734796658
28,75.2,1.69,26.3,26.7,204,164.0,72,1.34,2.1,2,Male,Strength,Beginner,666.0,2,3.3777823962476465,2.2431034085680777
28,61.5,1.69,21.5,15.9,188,171.0,77,0.99,1.76,1,Male,Cardio,Beginner,420.0,2,1.0891400445875565,2.2192265403563987
18,78.5,1.74,25.8,20.7,202,160.0,79,0.74,1.22,5,Male,Strength,Intermediate,428.0,0,-0.09910649677479655,1.4811249067524568
46,68.3,1.69,23.9,25.4,172,144.0,70,0.93,1.38,3,Female,Cardio,Beginner,364.0,1,0.12282794446235942,-0.5036030014091188
22,59.5,1.58,23.9,35.1,190,153.0,75,0.8,1.62,1,Female,Cardio,Beginner,230.0,0,-0.24991898001658475,1.34353669481576
54,71.4,1.69,25.0,29.0,171,153.0,77,0.75,1.25,3,Female,Cardio,Intermediate,371.0,0,-0.49205804480360654,0.06399826974487888
37,74.1,1.72,25.1,26.3,177,136.0,66,1.0,1.46,4,Male,Strength,Intermediate,471.0,1,0.9566285941582341,-1.0920555781053027
48,65.9,1.61,25.4,26.1,173,164.0,74,1.1,1.76,3,Female,Cardio,Beginner,473.0,2,1.3802119665186077,0.5880816215218521
32,69.4,1.75,22.5,20.5,192,160.0,74,0.8,1.5,1,Male,Cardio,Beginner,419.0,0,0.35593816210021156,1.8952392536014446
23,69.6,1.75,22.7,14.9,186,184.0,60,0.79,1.27,7,Male,HIIT,Advanced,622.0,2,0.6641117048717717,0.3276969818790875
25,73.3,1.73,24.3,28.6,190,182.0,72,0.4,1.11,5,Female,HIIT,Intermediate,257.0,0,-1.8736704926716474,1.3519536265663972
45,66.9,1.65,24.6,32.9,182,165.0,68,0.55,1.0,6,Female,HIIT,Advanced,358.0,0,-1.2950501321651504,-0.14229000840077916
48,62.3,1.64,23.1,29.6,169,147.0,74,0.39,0.68,5,Female,Cardio,Intermediate,152.0,0,-2.896224029649822,-0.9643648228131891
29,67.8,1.61,26.0,32.9,195,129.0,61,1.11,1.48,7,Female,Yoga,Advanced,307.0,1,0.6664732406911622,-1.8896532446480097
33,56.5,1.78,17.9,21.6,185,145.0,71,0.85,1.06,4,Female,Strength,Intermediate,274.0,1,-0.8082171733799223,-0.39743609445907385
58,64.3,1.71,22.0,21.9,167,151.0,83,0.76,1.56,3,Female,Cardio,Beginner,274.0,0,-0.36387788513062347,0.32030678471971225
54,72.1,1.74,23.7,18.4,157,142.0,80,0.99,1.66,7,Male,Cardio,Advanced,550.0,1,1.426015240840129,-1.5472990705713914
35,62.0,1.7,21.5,11.3,181,174.0,78,0.81,1.18,4,Male,HIIT,Intermediate,514.0,0,0.1350023503743982,1.2936491939114763
28,98.7,1.79,31.0,24.6,191,161.0,67,1.03,2.02,2,Male,Cardio,Beginner,712.0,2,2.71958060817297,1.5408580908919103
30,78.4,1.77,24.9,19.4,199,152.0,77,1.3,1.89,2,Male,Strength,Beginner,588.0,2,2.7063734379439577,1.7506733044295355
41,71.4,1.67,25.5,18.2,183,123.0,68,0.85,1.14,5,Male,Yoga,Intermediate,220.0,1,-0.6827900645950195,-1.66445177732813
42,77.2,1.83,23.0,25.2,187,161.0,76,0.68,1.47,1,Male,Cardio,Beginner,318.0,0,-0.3479294712373411,1.794670274565939
25,72.9,1.72,24.7,35.1,182,145.0,70,1.18,2.24,2,Female,Cardio,Beginner,522.0,2,2.581059279321384,0.369505620851641
20,48.6,1.55,20.2,12.7,193,127.0,64,1.18,1.37,2,Female,Yoga,Beginner,222.0,1,0.29047846283702294,-0.6652463861716723
39,59.0,1.56,24.2,28.0,189,148.0,69,1.18,1.83,4,Female,Strength,Intermediate,431.0,2,1.6506974764988835,-0.12361481730387364
52,66.5,1.77,21.2,18.6,166,138.0,75,0.77,1.44,3,Male,Cardio,Intermediate,346.0,1,-0.10317228014313282,-0.7511440870949475
24,61.1,1.6,23.7,28.7,198,131.0,73,0.96,1.05,3,Female,Yoga,Intermediate,188.0,0,-0.7924632120847092,-0.1934161750096678
35,52.2,1.73,17.5,11.5,189,129.0,77,1.52,1.19,3,Male,Yoga,Beginner,269.0,2,0.9884468576446194,-0.42345115479689016
24,67.1,1.81,20.5,11.9,193,163.0,76,1.01,1.54,2,Male,Strength,Beginner,445.0,2,0.9566540355290947,1.8240083547594335
28,94.4,1.76,30.4,26.2,186,176.0,73,0.83,1.97,5,Male,HIIT,Intermediate,749.0,2,2.273103686641507,1.4929918670843236
44,76.8,1.66,28.0,21.5,171,153.0,74,1.17,2.01,3,Male,Cardio,Intermediate,656.0,2,2.717996039664045,0.14540315726935818
30,81.3,1.65,29.8,35.1,199,167.0,69,0.82,1.14,5,Male,Cardio,Intermediate,579.0,2,0.47135473936531647,1.1500498307580156
29,71.6,1.54,30.1,21.7,192,143.0,75,0.64,1.34,2,Female,Strength,Beginner,181.0,0,-1.1362328284104892,0.8330585915813241
60,76.9,1.68,27.4,30.5,169,152.0,85,0.89,1.42,2,Female,Cardio,Beginner,417.0,0,0.2224979868499257,0.8131711540943783
25,63.6,1.66,23.1,36.3,187,173.0,75,0.38,0.41,3,Female,HIIT,Beginner,202.0,0,-3.1671684045287565,1.52725893752013
26,71.8,1.85,20.9,16.6,190,176.0,71,0.83,1.88,5,Male,HIIT,Intermediate,582.0,2,1.5432374323717075,1.3571600484618953
57,76.3,1.62,29.2,48.0,170,141.0,71,0.96,1.36,4,Female,Cardio,Intermediate,466.0,1,0.5300228308457672,-1.0094564902153038
41,65.9,1.62,25.0,23.6,182,143.0,66,1.02,1.94,4,Female,Strength,Advanced,391.0,2,1.331884887266872,-0.7296139650968475
19,97.5,1.69,34.3,34.2,199,173.0,68,0.86,1.74,3,Male,Cardio,Intermediate,719.0,2,1.9443951958357628,2.0190017070456623
36,66.4,1.68,23.4,19.5,177,127.0,72,1.32,1.37,3,Female,Yoga,Intermediate,324.0,1,0.8717699943875045,-1.357409008651297
42,103.2,1.79,32.3,29.2,168,152.0,68,0.9,1.63,3,Male,Cardio,Intermediate,704.0,2,1.7391277328239423,-0.19003373690429554
28,71.9,1.72,24.2,21.3,189,158.0,74,1.09,2.18,3,Male,Strength,Beginner,481.0,2,2.2422023729975327,1.2434746664135703
41,86.7,1.7,29.9,22.4,167,123.0,66,0.88,1.58,5,Male,Strength,Intermediate,416.0,1,0.6932768197552748,-2.189716541046166
45,97.7,1.77,31.2,29.0,174,135.0,75,0.8,1.31,3,Male,Strength,Beginner,372.0,1,-0.07744941846770267,-0.3134791852520263
28,55.8,1.63,20.9,29.9,185,165.0,74,0.5,1.84,4,Male,HIIT,Intermediate,262.0,0,-0.3871567948023415,0.9967812087312033
52,74.3,1.8,23.0,26.9,176,168.0,73,0.25,0.76,3,Male,HIIT,Beginner,131.0,0,-3.0951708205579167,0.9159844670011774
37,59.1,1.68,20.9,19.6,196,145.0,56,0.78,1.37,4,Male,Strength,Advanced,344.0,1,-0.03493675679010066,-0.518158972059795
59,60.3,1.73,20.1,37.8,154,143.0,71,0.68,1.15,6,Female,HIIT,Advanced,367.0,1,-0.8094660328766872,-2.075493717780351
21,80.3,1.71,27.3,18.3,205,136.0,75,0.84,0.61,2,Male,Yoga,Beginner,259.0,0,-1.328635081715218,1.0037519028902717
31,72.1,1.73,24.1,19.0,184,146.0,65,1.04,1.45,3,Male,Strength,Intermediate,512.0,2,1.1641255105621977,-0.22807583464533374
49,72.0,1.7,25.0,27.1,177,135.0,75,0.99,1.47,3,Male,Strength,Intermediate,389.0,1,0.6358868959963456,-0.4873130422658798
56,76.6,1.69,26.9,18.0,159,131.0,66,0.64,1.26,3,Female,Cardio,Beginner,243.0,1,-1.1280948387375378,-1.7293598942189112
27,45.6,1.6,17.7,29.2,196,184.0,74,0.67,1.01,5,Female,HIIT,Advanced,314.0,0,-1.209973152157779,1.6065440404156437
60,75.9,1.6,29.7,22.2,167,140.0,70,1.33,2.01,4,Female,Strength,Intermediate,509.0,2,2.4521528050136765,-1.3134314689429905
26,73.9,1.77,23.5,33.2,189,143.0,55,1.02,1.29,6,Male,Strength,Advanced,482.0,1,0.8512082825030626,-1.4419289686787673
35,82.0,1.75,26.8,23.7,170,142.0,69,0.76,1.49,6,Male,Cardio,Advanced,504.0,1,0.578482165794136,-1.2842616286640263
31,79.2,1.71,27.2,34.5,187,116.0,72,1.47,1.78,3,Female,Yoga,Beginner,303.0,2,1.843264877658591,-1.1551621379133235
36,100.4,1.83,30.0,27.2,189,152.0,67,1.08,1.46,5,Male,Strength,Intermediate,689.0,2,1.9296390716786704,0.041694330013646405
56,61.1,1.58,24.4,39.5,168,154.0,66,0.59,1.01,5,Female,HIIT,Intermediate,298.0,1,-1.4582845468991623,-1.1022258244260104
49,42.5,1.56,17.5,27.8,182,150.0,74,0.94,1.95,2,Female,Cardio,Beginner,216.0,2,0.47836386682595755,0.5562842825621455
52,65.9,1.62,25.0,27.1,180,115.0,71,1.05,1.42,3,Male,Yoga,Beginner,239.0,1,0.24855997764825874,-1.3217810261425078
28,77.0,1.74,25.6,21.4,184,146.0,57,1.09,1.8,6,Female,Cardio,Advanced,624.0,2,2.1481456445786304,-1.3032641995911944
58,64.3,1.76,20.9,37.6,179,151.0,82,0.6,1.49,1,Female,Cardio,Beginner,184.0,0,-1.0956987105797558,1.2402797995947565
36,78.2,1.76,25.4,19.7,183,123.0,69,0.86,1.08,3,Male,Yoga,Intermediate,274.0,1,-0.5701125873115288,-1.120957783507391
46,60.1,1.6,23.4,25.5,176,112.0,63,1.45,1.38,6,Male,Yoga,Advanced,364.0,1,1.5228410526598508,-3.145773031996227
48,63.3,1.79,19.7,15.9,175,150.0,68,0.97,1.36,2,Male,Cardio,Beginner,365.0,2,0.27557444164023326,0.012516451381760711
46,78.1,1.69,27.4,35.2,177,141.0,75,1.02,1.46,4,Female,Strength,Intermediate,440.0,1,0.7447175265018859,-0.5327630389187488
43,65.8,1.7,22.7,25.4,160,161.0,60,0.42,1.19,6,Male,HIIT,Advanced,279.0,1,-1.5489633516188501,-1.570167748670881
38,74.8,1.79,23.3,26.5,180,115.0,72,0.7,1.27,5,Male,Yoga,Intermediate,170.0,1,-0.973729097818427,-1.7943446907515912
45,61.5,1.63,23.0,26.3,167,135.0,71,1.39,1.92,2,Female,Strength,Beginner,451.0,2,2.244796680875648,-0.8993581342171428
56,86.8,1.72,29.5,26.8,181,144.0,71,1.06,1.85,2,Male,Strength,Beginner,512.0,2,1.8050123753593588,0.4136278105671662
34,71.6,1.7,24.6,13.9,195,177.0,61,0.59,1.19,5,Male,HIIT,Advanced,474.0,0,-0.3693572391360349,0.9281868045965536
39,69.4,1.66,25.1,21.0,187,176.0,71,0.68,1.19,3,Female,HIIT,Beginner,398.0,0,-0.6311573512790591,1.5817318023429148
25,68.5,1.72,23.1,20.5,188,181.0,71,0.37,0.58,4,Male,HIIT,Intermediate,286.0,0,-2.538255616566951,1.4152785523684903
33,74.3,1.67,26.6,23.0,178,144.0,76,0.84,1.17,3,Male,Strength,Beginner,322.0,0,-0.407985382751425,0.14170142399539679
51,89.2,1.73,29.9,20.1,168,151.0,66,0.96,1.27,3,Male,Cardio,Intermediate,615.0,2,0.9978846451028328,-0.5531442438559004
45,85.8,1.77,27.3,19.2,190,115.0,67,1.21,1.84,7,Male,Yoga,Advanced,446.0,1,2.0754682001042837,-2.068818641129044
27,82.8,1.74,27.4,17.2,184,124.0,76,1.33,1.55,4,Male,Yoga,Intermediate,378.0,2,1.526885180938725,-1.0012272892638532
41,62.6,1.52,27.1,39.6,163,160.0,58,0.5,1.09,4,Female,HIIT,Advanced,319.0,1,-1.48781322612815,-1.2499351096045004
52,50.8,1.61,19.6,21.2,179,159.0,74,1.3,2.4050000000000002,1,Female,Cardio,Beginner,361.0,2,2.4082254826498755,0.9839284388688739
23,52.1,1.56,21.5,12.2,202,172.0,65,0.99,1.3,3,Male,Cardio,Intermediate,422.0,2,0.4800862592116718,1.439382621857346
20,72.1,1.73,24.0,27.0,205,188.0,61,0.29,0.76,5,Female,HIIT,Advanced,192.0,0,-2.804779846052255,1.5174360509601783
34,59.6,1.64,22.0,28.5,191,153.0,72,0.62,1.65,3,Female,Cardio,Intermediate,213.0,0,-0.6369585587029305,0.6667571154198966
46,52.1,1.58,20.8,17.6,184,130.0,71,1.08,1.19,2,Female,Yoga,Beginner,206.0,1,-0.31921963096646677,-0.5429909031583572
31,47.1,1.63,17.7,27.2,187,149.0,60,0.86,1.93,5,Female,Strength,Advanced,295.0,1,0.636940166502718,-0.8345524943280263
53,42.7,1.47,19.7,13.2,157,146.0,79,0.6,1.46,3,Female,HIIT,Intermediate,215.0,1,-1.1093141597487084,-0.7172004801158993
54,58.3,1.56,23.8,15.6,171,135.0,76,0.9,1.41,5,Female,Yoga,Intermediate,161.0,1,-0.6123649851376203,-1.4166702203408028
40,78.7,1.79,24.5,10.2,184,142.0,56,1.21,2.04,6,Male,Strength,Advanced,618.0,2,2.873497511434215,-1.4725052438651305
34,61.5,1.68,21.8,25.1,183,144.0,66,1.14,1.82,1,Female,Cardio,Beginner,405.0,2,1.4324842243908935,0.1926354074068922
19,66.7,1.63,25.1,15.6,193,156.0,78,1.13,1.49,3,Male,Strength,Beginner,467.0,2,1.2515087552468167,1.374965615828682
53,82.1,1.88,23.2,12.6,165,130.0,73,1.14,1.6,1,Male,Strength,Beginner,431.0,2,1.265184277172023,-0.6723109655419857
56,82.7,1.69,28.9,46.2,162,140.0,80,0.68,0.86,3,Female,Strength,Intermediate,274.0,1,-1.584566860082027,-0.7881970535819879
37,76.6,1.78,24.2,28.1,195,158.0,78,1.0,1.45,3,Male,Strength,Beginner,430.0,2,0.7799722562677336,1.581456036611379
40,86.7,1.78,27.4,27.2,193,128.0,73,0.88,1.07,5,Male,Yoga,Intermediate,353.0,1,-0.21124516054860457,-0.6560914671338852
50,80.1,1.77,25.6,17.7,173,145.0,68,0.8,1.67,3,Male,Strength,Beginner,345.0,1,0.3303781207940873,-0.3221940857206301
47,57.3,1.72,19.5,20.7,177,157.0,74,0.41,1.03,5,Male,Cardio,Intermediate,184.0,0,-2.095533708318282,-0.06835409731822875
23,63.9,1.62,24.5,33.0,185,140.0,67,1.02,2.08,3,Female,Strength,Beginner,322.0,2,1.3079659603931548,-0.21391729745506222
46,52.7,1.62,20.1,28.1,181,146.0,82,0.57,0.45,2,Female,Strength,Beginner,163.0,0,-2.7784736602065565,0.6948067026262248
57,74.3,1.75,24.4,16.0,181,159.0,77,1.15,1.53,2,Male,Cardio,Beginner,569.0,2,1.6511028583019678,1.2377771577124623
50,64.3,1.71,22.0,19.2,163,138.0,66,1.06,1.63,5,Male,Cardio,Intermediate,504.0,1,1.3929644434282167,-1.8242491199780575
38,76.1,1.7,26.3,21.4,185,172.0,76,0.53,1.54,3,Male,HIIT,Intermediate,359.0,0,-0.460902150938018,1.6150611943467492
40,62.4,1.78,19.7,15.8,184,160.0,84,1.07,1.71,5,Male,Cardio,Intermediate,562.0,2,1.7445985115341374,0.98461215047513
29,65.4,1.62,24.9,27.9,191,121.0,66,0.81,0.64,6,Female,Yoga,Advanced,163.0,1,-1.7769872833051468,-1.9825751780429381
46,76.2,1.68,27.0,35.3,188,149.0,74,0.93,1.48,3,Female,Cardio,Intermediate,460.0,2,0.6727551773360368,0.5071171574464789
28,92.0,1.8,28.2,27.6,202,172.0,72,1.23,1.64,3,Male,Cardio,Beginner,778.5,2,2.8237676211506306,2.3345083595496425
32,67.3,1.75,21.9,19.6,184,162.0,68,0.42,0.64,7,Male,HIIT,Advanced,331.0,0,-2.0772837278730516,-0.327147905281817
29,66.7,1.64,24.9,20.6,192,121.0,65,0.79,1.49,1,Female,Yoga,Beginner,153.0,1,-0.5983561001505354,-0.4253466283895991
32,75.4,1.72,25.5,29.8,186,150.0,74,0.94,1.47,3,Female,Cardio,Beginner,400.0,2,0.4545850546282897,0.6044957684195214
33,91.7,1.73,30.7,31.5,180,146.0,71,1.01,1.69,4,Male,Cardio,Intermediate,643.0,2,1.9291692450560525,-0.08205576996737621
21,55.5,1.7,19.2,12.9,195,171.0,85,0.85,1.42,1,Male,Cardio,Beginner,367.0,0,0.10690966858056208,2.9374997073860714
48,67.6,1.78,21.3,17.8,179,139.0,64,1.24,1.68,1,Male,Strength,Beginner,450.0,2,1.7109364495986392,-0.2545270465220818
36,93.8,1.63,35.5,41.3,184,144.0,69,0.67,0.9,3,Female,Strength,Intermediate,371.0,0,-1.082788357541193,-0.16454411730118018
58,63.8,1.64,23.8,13.7,162,136.0,82,0.85,1.37,1,Male,Cardio,Beginner,304.0,1,-0.21743207711280838,-0.060478203945467664
25,47.1,1.63,17.6,25.6,187,155.0,66,0.91,1.61,4,Male,Cardio,Advanced,346.0,2,0.5160878382289384,-0.023655340199577816
46,56.6,1.58,22.6,33.5,173,139.0,67,0.51,1.28,6,Female,Strength,Advanced,205.0,1,-1.453642685782319,-1.643879353727649
25,50.1,1.69,17.5,24.3,184,122.0,66,1.08,1.47,5,Female,Yoga,Intermediate,202.0,1,0.14195925788547709,-1.9602544309477397
41,80.7,1.77,25.7,16.4,182,174.0,65,0.39,0.63,5,Male,HIIT,Intermediate,319.0,0,-2.2853329421270328,0.3666576784103349
39,90.8,1.8,27.9,37.2,184,146.0,60,0.83,1.53,3,Male,Strength,Intermediate,430.0,1,0.5426260711027139,-0.4265567307898194
37,58.9,1.66,21.3,15.1,189,158.0,64,0.95,1.7,6,Male,Cardio,Advanced,516.0,2,1.3789188149169795,-0.20906420223572733
46,65.7,1.69,23.0,15.8,170,136.0,68,1.07,1.58,1,Female,Cardio,Beginner,386.0,1,0.8152767795158468,-0.5857684915278216
53,98.7,1.87,28.3,22.2,167,141.0,75,1.01,1.71,3,Male,Cardio,Beginner,615.0,2,1.8113779908284473,-0.19612812872391172
31,51.0,1.68,18.1,27.2,197,183.0,66,0.59,1.4,3,Female,HIIT,Intermediate,320.0,0,-0.7756086860913913,1.8070687282115276
54,51.4,1.61,19.8,27.8,170,113.0,68,0.89,1.09,3,Female,Yoga,Intermediate,143.0,1,-1.1063755781695208,-2.3576259338969923
25,63.5,1.63,23.9,32.7,190,123.0,72,0.65,1.0,1,Female,Yoga,Beginner,111.0,0,-1.8205232848679385,-0.0999506237253531
30,55.5,1.59,21.9,26.6,186,126.0,71,1.32,1.21,4,Female,Yoga,Intermediate,285.0,1,0.5430106330246228,-1.357935009144982
31,65.8,1.67,23.7,20.6,194,142.0,71,0.74,1.45,3,Male,Yoga,Beginner,203.0,0,-0.5395502936229225,0.4904044849326505
58,65.6,1.81,20.0,17.1,176,114.0,61,0.95,0.64,6,Male,Yoga,Advanced,265.0,1,-1.034672159389518,-3.0879705612267174
23,75.7,1.72,25.6,26.9,199,169.0,75,0.99,1.78,1,Female,Cardio,Beginner,496.0,2,1.3549880218019978,2.5231204639009146
34,80.8,1.83,24.2,28.6,184,153.0,81,1.3,2.12,1,Male,Cardio,Beginner,758.0,2,3.590929533428982,1.8117063180441864
36,79.7,1.72,26.9,22.0,177,159.0,75,1.17,2.03,1,Male,Cardio,Beginner,627.0,2,2.641303780337032,1.3313782551511333
52,71.9,1.68,25.6,26.9,186,151.0,71,1.18,1.5,3,Male,Strength,Beginner,516.0,2,1.5462916677264056,0.5147172541719368
38,75.7,1.72,25.6,15.4,187,164.0,74,0.6,1.42,2,Male,Cardio,Beginner,314.0,0,-0.6114242240765674,1.6141271556954802
59,47.4,1.57,19.3,20.9,164,118.0,62,1.24,1.33,3,Male,Yoga,Beginner,203.0,1,0.29901371390887604,-2.5984932870669875
49,70.7,1.63,26.7,21.5,184,144.0,74,0.78,0.93,2,Female,Strength,Beginner,301.0,0,-1.063121118592419,0.4098782106326629
48,66.7,1.68,23.5,27.3,171,136.0,72,0.91,1.1,2,Female,Strength,Beginner,270.0,1,-0.6726636876357978,-0.6587050813144104
50,61.1,1.59,24.2,18.7,183,163.0,65,1.1,1.8,3,Female,Cardio,Intermediate,505.0,2,1.611358505740086,0.31168390383243433
24,75.8,1.62,28.8,30.1,201,172.0,66,1.12,1.39,5,Female,Cardio,Intermediate,675.0,2,1.7241449822479675,1.1244907660039836
37,74.0,1.83,22.1,19.9,176,140.0,72,0.99,2.08,3,Male,Cardio,Beginner,435.0,2,1.7204154738817976,-0.1092841700651011
43,84.7,1.68,29.9,39.8,182,131.0,80,1.11,1.52,1,Female,Yoga,Beginner,328.0,2,0.6643705180239599,0.30948956004243094
26,102.3,1.84,30.3,21.7,195,153.0,81,0.61,1.49,2,Male,Strength,Beginner,373.0,0,-0.18740733048967304,2.009147998636795
23,84.4,1.75,27.7,30.1,205,188.0,69,0.56,1.63,2,Male,HIIT,Beginner,444.0,0,0.09671462830365188,3.2376082032430866
23,55.3,1.62,21.1,22.9,186,161.0,71,0.78,1.27,2,Female,Cardio,Beginner,298.0,0,-0.6155392380098115,1.0374251732476791
51,47.5,1.65,17.5,16.1,183,135.0,68,1.09,1.35,5,Male,Strength,Intermediate,281.0,1,0.3206231912387902,-1.275180423673953
46,93.6,1.8,28.9,26.3,176,142.0,73,0.92,0.71,6,Male,Strength,Advanced,581.0,1,0.04283767208645617,-0.9963304035437223
30,72.6,1.7,25.2,25.6,178,168.0,69,0.49,0.99,5,Male,HIIT,Advanced,368.0,0,-1.3320029116662866,0.2045781769600935
49,58.7,1.63,22.0,20.2,173,165.0,71,0.37,1.36,3,Male,HIIT,Intermediate,217.0,0,-1.6232862248980604,0.4746322553776888
47,81.7,1.67,29.3,20.8,175,154.0,74,0.34,0.58,4,Male,Cardio,Intermediate,189.0,0,-2.914730983100338,-0.0829350616902228
